Tempo, Posicao X, Posicao Y, Orientacao
16.830000, -0.010478, 4.651779, 5.622832
16.860000, 0.013099, 4.633229, 5.603983
16.890000, 0.036322, 4.614237, 5.585133
16.920000, 0.059183, 4.594812, 5.566284
16.950000, 0.081674, 4.574959, 5.547434
16.980000, 0.103786, 4.554685, 5.528584
17.010000, 0.125513, 4.533999, 5.509735
17.040000, 0.146846, 4.512906, 5.490885
17.070000, 0.167777, 4.491416, 5.472036
17.100000, 0.181505, 4.476871, 5.459469
17.130000, 0.201751, 4.454733, 5.440620
17.160000, 0.221576, 4.432218, 5.421770
17.190000, 0.240973, 4.409333, 5.402921
17.220000, 0.259936, 4.386087, 5.384071
17.250000, 0.278457, 4.362487, 5.365222
17.280000, 0.296529, 4.338542, 5.346372
17.310000, 0.314148, 4.314261, 5.327523
17.340000, 0.331305, 4.289652, 5.308673
17.370000, 0.347996, 4.264724, 5.289823
17.400000, 0.364214, 4.239486, 5.270974
17.430000, 0.379953, 4.213947, 5.252124
17.460000, 0.395208, 4.188116, 5.233275
17.490000, 0.409974, 4.162001, 5.214425
17.520000, 0.424244, 4.135613, 5.195576
17.550000, 0.433480, 4.117874, 5.183009
17.580000, 0.446915, 4.091051, 5.164160
17.610000, 0.459842, 4.063979, 5.145310
17.640000, 0.472256, 4.036668, 5.126461
17.670000, 0.484153, 4.009129, 5.107611
17.700000, 0.495529, 3.981370, 5.088761
17.730000, 0.506380, 3.953401, 5.069912
17.760000, 0.516702, 3.925233, 5.051062
17.790000, 0.526491, 3.896876, 5.032213
17.820000, 0.535744, 3.868339, 5.013363
17.850000, 0.544457, 3.839632, 4.994514
17.880000, 0.552628, 3.810767, 4.975664
17.910000, 0.560253, 3.781752, 4.956815
17.940000, 0.567329, 3.752599, 4.937965
17.970000, 0.573856, 3.723318, 4.919115
