Tempo, Posicao X, Posicao Y, Orientacao
16.950000, 0.174858, 4.552199, 5.508584
16.980000, 0.196166, 4.531082, 5.489735
17.010000, 0.217073, 4.509567, 5.470885
17.040000, 0.237570, 4.487662, 5.452036
17.070000, 0.257651, 4.465375, 5.433186
17.100000, 0.270804, 4.450308, 5.420620
17.130000, 0.290175, 4.427400, 5.401770
17.160000, 0.309110, 4.404132, 5.382921
17.190000, 0.327604, 4.380511, 5.364071
17.220000, 0.345649, 4.356545, 5.345222
17.250000, 0.363240, 4.332244, 5.326372
17.280000, 0.380369, 4.307616, 5.307523
17.310000, 0.397031, 4.282668, 5.288673
17.340000, 0.413220, 4.257412, 5.269823
17.370000, 0.428929, 4.231854, 5.250974
17.400000, 0.444155, 4.206006, 5.232124
17.430000, 0.458890, 4.179874, 5.213275
17.460000, 0.473130, 4.153470, 5.194425
17.490000, 0.486871, 4.126802, 5.175576
17.520000, 0.500106, 4.099879, 5.156726
17.550000, 0.512831, 4.072712, 5.137877
17.580000, 0.525042, 4.045310, 5.119027
17.610000, 0.536734, 4.017683, 5.100177
17.640000, 0.547903, 3.989840, 5.081328
17.670000, 0.558546, 3.961792, 5.062478
17.700000, 0.568658, 3.933548, 5.043629
17.730000, 0.578236, 3.905118, 5.024779
17.760000, 0.587276, 3.876513, 5.005930
17.790000, 0.595776, 3.847743, 4.987080
17.820000, 0.603731, 3.818818, 4.968230
17.850000, 0.611141, 3.789747, 4.949381
17.880000, 0.618001, 3.760543, 4.930531
17.910000, 0.624309, 3.731214, 4.911682
17.940000, 0.630063, 3.701771, 4.892832
17.970000, 0.633591, 3.682085, 4.880266
18.000000, 0.638417, 3.652476, 4.861416
18.030000, 0.642685, 3.622781, 4.842567
